track1_pt,track1_eta,track1_phi,track2_pt,track2_eta,track2_phi,track3_pt,track3_eta,track3_phi,recoPt,recoEta,recoPhi,recoMass,3pmass
19.296875,0.857875287533,-0.419055253818,5.6484375,0.879116177559,-0.489564001135,3.87890625,0.934598863125,-0.415928140879,28.8176078796,0.872854411602,-0.432470351458,1.21872210503,1.1039015967
19.296875,0.857875287533,-0.419055253818,5.6484375,0.879116177559,-0.489564001135,3.87890625,0.934598863125,-0.415928140879,28.8176078796,0.872854411602,-0.432470351458,1.21872210503,1.1039015967
15.734375,0.913907289505,-2.37653794367,4.84765625,0.894131302834,-2.43268932111,2.982421875,0.809900224209,-2.38279097896,23.5594921112,0.897231280804,-2.3888502121,1.09832823277,0.958544066369
15.734375,0.913907289505,-2.37653794367,4.84765625,0.894131302834,-2.43268932111,2.982421875,0.809900224209,-2.38279097896,23.5594921112,0.897231280804,-2.3888502121,1.09832823277,0.958544066369
15.8046875,3.22421956062,-0.967606999465,11.265625,3.18320250511,-0.922781196606,0.6162109375,3.26395463943,-0.874532403762,27.6781597137,3.20900917053,-0.947292029858,1.31423962117,0.904673042456
15.8046875,3.22421956062,-0.967606999465,11.265625,3.18320250511,-0.922781196606,0.6162109375,3.26395463943,-0.874532403762,27.6781597137,3.20900917053,-0.947292029858,1.31423962117,0.904673042456
12.4609375,-1.52403330803,-1.82944958516,6.03125,-1.56706440449,-1.93111198151,3.8515625,-1.57329022884,-1.9152903235,22.3168945313,-1.54535901546,-1.87167370319,1.2684327364,1.17977908854
30.796875,2.7115085125,1.31293038606,2.451171875,2.77614665031,1.34174411556,2.2578125,2.67305517197,1.31586483526,35.5015678406,2.71381473541,1.31508111954,1.07301938534,0.73768530388
21.28125,1.73387861252,2.25202224845,12.2265625,1.74925994873,2.30163367991,11.9375,1.73168122768,2.28356494157,45.4338264465,1.7376909256,2.27363801003,1.11255979538,1.02399559853
21.453125,-3.30478835106,-1.61108388678,14.2421875,-3.34269237518,-1.61293914889,3.18359375,-3.38059639931,-1.60366532,38.8745918274,-3.32511734962,-1.61116552353,1.10466861725,0.951616101159
16.078125,-0.216437265277,-0.61202977952,5.6640625,-0.304879903793,-0.617497567706,0.7587890625,-0.224311038852,-0.530883033502,22.4921970367,-0.239134773612,-0.610663831234,1.23966825008,0.925585563371
16.078125,-0.216437265277,-0.61202977952,5.6640625,-0.304879903793,-0.617497567706,0.7587890625,-0.224311038852,-0.530883033502,22.4921970367,-0.239134773612,-0.610663831234,1.23966825008,0.925585563371
15.9765625,2.44325089455,0.715060278455,11.203125,2.47529530525,0.705100513991,3.12109375,2.38795137405,0.769356280802,30.2993602753,2.44984412193,0.716940641403,1.09737610817,0.955142661436
19.015625,0.959685027599,0.0454120556316,5.921875,0.957853913307,-0.0205100874756,4.984375,0.912076175213,0.0462885165677,29.9151210785,0.951761782169,0.0325438156724,1.07095813751,0.947645662962
13.3828125,3.30533766747,-1.15765322703,5.6953125,3.31138038635,-1.0874337692,4.6484375,3.28043460846,-1.0737611504,23.7038078308,3.30267953873,-1.12436413765,1.04917109015,0.940690395611
